1.000000 0.022379 0.004506 0.002331 -0.005438 0.194263 -0.016001 -0.047243 0.007847 0.010066 0.010685 0.012810 0.046388 0.017936 -0.109893 -0.122119 0.033289 0.018718 -0.083995 0.055331 -0.029807 -0.040503 -0.032726 0.015861 -0.016039 -0.048081 -0.008094 0.031739 0.035033 0.016803 -0.025268 0.076211 -0.033135 0.060548 -0.090855 -0.033860 0.027085 -0.012217 -0.002219 0.006351 -0.010656 -0.020445 -0.076767 0.019484 -0.016665 -0.029421 -0.035147 -0.008438 -0.029799 -0.063665 -0.000595 -0.009719 0.011343 -0.051435 -0.027445 -0.073869 0.002959 -0.050755 -0.012729 -0.007047 0.020289 -0.002354 0.022694 -0.011435 -0.026362 -0.020467 0.044027 -0.050502 0.013274 -0.039802 -0.014924 0.005286 -0.039264 -0.047632 -0.077415 0.017981 -0.022160 0.035632 0.073236 0.034019 0.019944 -0.063520 -0.052847 -0.004897 -0.031049 0.026639 -0.041408 -0.004130 -0.095148 0.001112 -0.055677 -0.075955 0.003868 0.114030 -0.044310 -0.034612 0.031775 0.060130 0.011425 -0.029645 -0.046131 0.022903 -0.081007 -0.035891 -0.057515 -0.019150 -0.014757 -0.051174 -0.059963 -0.044244 0.039161 -0.062170 -0.034419 -0.021798 0.047683 -0.030317 -0.023715 0.021664 0.036390 0.009369 -0.013084 0.017172 -0.018850 0.030868 -0.029344
0.022379 1.000000 -0.025069 -0.139685 -0.043120 -0.042042 0.051137 0.004796 0.018090 -0.038642 -0.100204 -0.049651 0.172618 0.011907 0.006537 0.014152 -0.023629 -0.092974 -0.009565 0.067586 -0.011360 -0.109229 -0.047915 -0.005057 -0.077502 -0.056704 0.017312 0.050578 0.100809 -0.034744 0.161092 -0.013455 -0.046052 -0.046508 -0.064543 -0.019018 0.009187 -0.027139 0.058419 -0.054585 0.014290 0.077420 -0.078127 0.032865 0.022630 -0.009762 0.053721 0.118262 0.122952 -0.103922 0.077286 0.036753 0.074721 -0.002468 0.049302 0.023405 0.072216 0.036303 0.041771 0.036155 0.045190 -0.135550 0.012491 0.037183 0.075376 0.003955 -0.054179 0.126771 -0.049411 0.047287 0.157074 -0.053446 0.027786 -0.130870 0.022777 -0.012190 -0.000850 0.044493 -0.060817 0.059457 -0.037815 0.129734 0.048108 0.037035 0.060878 -0.136820 0.063019 0.207752 0.039377 0.106289 0.120305 -0.081722 -0.016253 -0.018767 -0.032734 0.050953 -0.128794 -0.065425 0.052770 -0.018250 -0.067820 -0.007973 0.032492 0.089307 -0.044409 0.137280 -0.008728 -0.000549 -0.003193 0.040010 -0.165878 -0.025557 -0.005141 -0.010613 0.145635 0.022585 0.002688 0.013578 -0.062612 0.045142 -0.015773 -0.009466 -0.210051 -0.135157 -0.081092
0.004506 -0.025069 1.000000 -0.011728 0.020625 -0.076456 -0.028616 -0.003611 0.006634 -0.054134 0.046645 -0.082074 0.007579 0.034190 0.048085 0.102131 0.001712 -0.075965 -0.015753 -0.014795 -0.026266 -0.055312 0.027801 0.010671 0.036906 -0.019319 -0.024892 0.019840 0.077343 0.011091 0.005997 -0.083469 -0.019403 0.048688 -0.046753 -0.020355 -0.011387 0.002891 0.000693 0.011405 0.042217 0.025354 -0.004983 -0.005949 0.019492 0.007388 -0.009543 0.003610 0.008607 -0.004913 0.043520 0.037821 0.008374 0.002222 -0.013356 -0.026914 -0.019114 -0.016902 -0.020500 -0.005437 0.057124 -0.023830 -0.015029 -0.028798 -0.077613 -0.012407 -0.049367 -0.022545 -0.026041 0.021699 -0.020765 -0.000906 0.064854 -0.047707 -0.006618 -0.033455 0.024184 0.070199 -0.014751 -0.061664 -0.022871 0.035782 0.030314 -0.023211 0.031364 -0.080377 -0.102653 -0.005700 0.023219 -0.045842 -0.027397 -0.060510 -0.019522 -0.033059 0.018521 0.091140 0.003461 0.036789 -0.086433 0.068364 -0.016637 0.011855 0.045086 0.012867 -0.009465 -0.016358 -0.009006 0.016868 -0.019359 -0.027708 -0.018276 -0.048213 -0.006504 0.014708 -0.039502 -0.003812 -0.028720 -0.042005 -0.013040 0.017475 -0.013898 -0.017154 -0.006580 -0.134088 -0.081140
0.002331 -0.139685 -0.011728 1.000000 -0.021508 0.145052 -0.293025 -0.040772 -0.171025 0.059253 0.081771 0.174294 -0.121560 0.089089 -0.081838 -0.035747 -0.111687 0.130890 -0.179797 -0.169959 0.001002 0.281598 0.002275 0.091193 0.037020 0.045940 0.010711 0.022354 -0.097191 -0.063642 -0.324834 -0.029794 0.093181 -0.023033 0.104771 -0.030837 -0.035554 0.039930 0.003753 -0.052674 -0.035496 -0.187267 0.098901 0.040907 -0.082534 -0.073384 -0.082133 -0.118202 -0.113107 -0.001250 -0.101223 -0.016673 -0.093672 -0.041879 -0.113525 0.004517 -0.157545 -0.088135 -0.062255 -0.038628 -0.084282 0.174302 -0.077142 -0.113779 -0.130903 -0.081710 0.199896 -0.201395 0.075987 -0.018159 -0.160530 0.111370 -0.057282 0.237140 -0.012039 0.059608 0.020976 0.030103 0.029913 -0.082907 0.015830 -0.226772 -0.182557 -0.055090 -0.101942 0.274861 0.034354 -0.365629 -0.106533 -0.143818 -0.229882 0.123133 0.046317 0.044939 0.009529 -0.295148 0.183644 0.119553 -0.054235 -0.161854 0.086295 0.049955 -0.115388 -0.209520 0.030285 -0.262039 -0.010849 -0.043044 0.008029 0.013986 0.452719 0.026677 -0.049342 -0.010126 -0.282925 -0.040274 -0.045235 0.080969 0.082534 -0.059456 0.050152 0.091984 0.225045 0.231617 -0.002984
-0.005438 -0.043120 0.020625 -0.021508 1.000000 -0.136656 0.029172 -0.052061 0.039163 -0.084312 0.023855 0.061899 -0.012535 0.082138 0.078878 -0.024255 0.034762 -0.022840 0.110700 -0.036237 0.000197 -0.141414 -0.011869 0.096961 -0.048407 -0.028630 0.014964 -0.074469 0.010586 0.012849 -0.031995 0.046143 -0.161485 -0.122977 -0.009325 -0.006377 -0.022993 -0.035114 -0.047279 0.023831 0.086073 -0.051050 0.007733 0.064482 -0.038380 0.035218 -0.034392 0.039125 0.077827 0.105941 0.144676 0.053228 -0.029055 -0.024957 -0.120215 0.005620 -0.000119 -0.009788 -0.003662 -0.008872 0.003951 -0.018050 -0.082621 0.041169 0.006206 0.015589 -0.121652 -0.048459 -0.028139 0.045661 -0.052240 0.003769 0.091780 -0.043955 0.053460 -0.033558 0.023191 -0.033256 -0.094102 -0.111022 -0.012869 -0.016944 0.131464 -0.008857 0.030111 -0.147809 -0.114724 -0.009248 0.037702 -0.069381 -0.040137 -0.035069 -0.014217 -0.118863 0.101550 -0.126004 0.014250 -0.013127 -0.026228 -0.024589 -0.010446 0.046598 0.087947 0.031125 -0.016920 0.040459 0.003733 0.024004 -0.061462 -0.068060 -0.010040 -0.056124 -0.020262 0.006881 -0.041008 0.014723 0.029326 -0.026191 0.080987 0.002637 0.062736 -0.137103 0.067793 -0.034579 -0.131078
0.194263 -0.042042 -0.076456 0.145052 -0.136656 1.000000 -0.189769 0.003774 -0.158083 -0.010446 -0.074261 0.061339 0.051827 0.035311 -0.306341 -0.183693 -0.039457 0.125921 -0.027577 -0.042386 -0.082896 0.057456 -0.090960 0.076534 0.023902 0.012779 0.016062 0.045873 -0.033895 -0.041201 -0.178524 0.013440 0.115797 -0.142359 0.058445 -0.017141 -0.103034 0.088574 -0.005131 -0.008830 -0.102262 -0.068686 0.017146 -0.029434 -0.063037 -0.044363 -0.033398 -0.058241 0.051102 -0.174386 -0.180046 -0.075393 -0.020706 -0.063921 -0.067513 -0.047202 -0.055922 -0.073259 0.005824 -0.051212 -0.005599 0.041316 0.013726 -0.061055 -0.014457 -0.045805 0.263750 -0.086242 0.034590 -0.110748 -0.001327 0.076201 -0.132730 0.171442 -0.129049 0.054187 0.002031 0.009905 0.220273 0.057510 0.048646 -0.236482 -0.216114 -0.016681 -0.082883 0.171724 0.064076 -0.280222 -0.183255 -0.043788 -0.232406 0.012281 0.037954 0.308301 -0.069176 -0.239124 0.111579 0.056989 0.009911 -0.135818 -0.024200 -0.033495 -0.219174 -0.160772 -0.019630 -0.135456 -0.014278 -0.068922 -0.068887 -0.049028 0.212485 0.096398 -0.030983 -0.029158 -0.136902 -0.063638 -0.047867 0.004185 -0.064678 0.063733 -0.034698 0.174764 0.178414 0.198930 0.025949
-0.016001 0.051137 -0.028616 -0.293025 0.029172 -0.189769 1.000000 0.048295 0.013594 0.097248 -0.009826 -0.121874 0.099427 -0.118692 0.025531 -0.072832 0.033394 0.033785 0.000667 0.207254 0.062223 -0.103782 0.029265 -0.039849 -0.128884 -0.128008 -0.048453 -0.119041 0.040810 -0.015275 0.150954 -0.042976 -0.101425 0.002507 -0.120576 0.069132 0.068613 -0.131398 -0.090601 -0.013651 0.000642 0.040754 -0.190481 -0.004159 0.031477 -0.120537 0.048315 0.015375 0.102302 0.006852 0.145742 -0.004849 0.073641 -0.014179 -0.043567 -0.007669 0.152816 0.039523 -0.035296 -0.011663 0.045771 -0.081703 0.074100 0.063366 0.000933 -0.020229 -0.171137 0.104445 -0.116191 0.003712 0.125153 -0.186556 -0.026697 -0.086983 0.013685 -0.077135 -0.084274 0.003058 -0.043398 0.121220 -0.113958 0.275909 0.008256 -0.015613 -0.016502 -0.201194 -0.026994 0.390007 -0.048831 0.015933 0.183709 -0.136222 -0.017311 -0.093520 0.131214 0.191427 -0.208658 -0.158748 0.000935 0.066685 -0.067968 -0.005113 0.018501 0.201661 -0.089127 0.297815 -0.015465 0.023177 -0.065505 -0.050721 -0.277179 -0.070337 0.015400 -0.043117 0.269348 -0.022703 -0.010222 0.000982 -0.070115 -0.000097 -0.049412 -0.271388 -0.141605 -0.067993 -0.023232
-0.047243 0.004796 -0.003611 -0.040772 -0.052061 0.003774 0.048295 1.000000 0.010642 0.009525 0.014617 -0.098030 0.099839 -0.077434 -0.109368 -0.138021 0.066587 -0.009210 -0.116214 0.029249 0.029922 -0.018094 0.021394 0.101353 0.008619 0.025223 0.124926 -0.043484 0.039394 0.051915 -0.017646 -0.125013 0.001556 -0.046050 -0.016384 -0.054809 0.106446 -0.003886 -0.091939 0.005488 0.040437 0.047853 -0.005832 0.075588 -0.018358 -0.011280 0.036130 0.094554 0.031565 -0.057565 0.009108 -0.004288 0.021393 -0.016557 -0.023049 0.003120 -0.067367 0.006719 0.013876 -0.007888 0.030330 -0.071547 0.061496 -0.044086 0.029422 0.086706 -0.087989 0.043912 -0.038674 -0.010107 0.079311 -0.052769 0.032596 -0.043228 0.024771 0.000614 0.017678 0.020092 -0.026585 0.023123 0.002690 0.060327 -0.014662 0.022069 -0.005402 -0.004217 -0.058984 0.010471 0.005698 0.008203 0.001354 -0.011213 -0.036103 -0.090169 -0.109558 0.059081 -0.095409 -0.045384 0.041150 -0.061290 -0.021583 -0.005186 0.004507 -0.031546 -0.035507 0.004468 0.009099 0.012636 -0.012117 -0.051074 -0.022350 -0.087893 -0.002005 -0.004771 0.030762 -0.005228 0.015281 0.010975 0.031827 -0.003724 0.017857 -0.077270 0.046992 0.045397 0.031504
0.007847 0.018090 0.006634 -0.171025 0.039163 -0.158083 0.013594 0.010642 1.000000 0.013535 0.151505 0.015905 -0.029392 0.009436 0.084383 0.035255 -0.100527 -0.200664 0.013224 0.052678 0.021385 -0.076757 0.012043 -0.062155 -0.005887 -0.075243 -0.024031 -0.053962 -0.068065 -0.025928 0.088298 -0.034659 -0.051336 0.047890 -0.036071 -0.054914 0.059886 -0.074874 -0.010002 0.038989 0.044848 0.005670 -0.018627 0.020443 0.045013 0.032750 0.036757 -0.062730 0.009435 0.202398 0.013993 -0.007727 -0.021831 -0.044788 0.017588 0.010906 -0.041910 0.067558 -0.033835 0.081348 0.015412 0.066210 0.061854 -0.027488 -0.028000 -0.010794 -0.028836 0.063966 -0.006623 0.007464 -0.058510 -0.012250 0.010715 -0.100763 -0.041727 -0.040285 -0.033501 -0.001590 -0.040980 0.002075 0.019380 0.013780 0.099584 0.015107 -0.018300 0.026334 -0.121098 0.084037 0.046698 0.049406 0.067622 0.000253 -0.021423 -0.068476 -0.077479 0.073566 -0.005352 0.041778 0.005678 0.085557 0.012308 -0.027955 0.034720 0.018659 -0.009757 0.083290 -0.003225 0.014141 -0.004635 -0.040912 -0.087015 -0.004007 0.028852 -0.014695 0.069240 0.035851 0.035622 -0.025328 0.041968 0.047523 0.075722 -0.089503 -0.023504 -0.135531 0.015871
0.010066 -0.038642 -0.054134 0.059253 -0.084312 -0.010446 0.097248 0.009525 0.013535 1.000000 0.051359 0.038457 -0.051862 -0.010718 -0.101834 -0.080089 -0.032459 0.059976 -0.074233 0.002147 0.065971 0.024802 0.023546 -0.142541 0.012059 0.006714 0.004075 -0.020483 -0.123704 -0.084930 0.021631 0.016933 0.091655 0.157158 -0.048997 -0.005209 0.065785 -0.065626 -0.024287 -0.004060 -0.055161 -0.061735 -0.006250 -0.034948 0.015754 -0.109178 0.052354 -0.123842 -0.053694 0.041093 -0.003373 -0.048851 -0.076534 -0.040612 -0.047888 0.022163 -0.023718 0.000766 -0.067427 0.003235 0.000148 0.087585 -0.015012 -0.040645 -0.070471 0.022121 0.003420 -0.012248 0.013580 -0.034070 -0.100050 -0.020363 -0.041231 0.031760 -0.002225 0.001501 -0.072951 -0.025443 -0.019578 0.039435 -0.006674 -0.013885 -0.035854 0.003189 -0.070865 0.112086 -0.013244 0.062900 -0.039688 -0.051912 0.011652 -0.015227 0.001380 -0.059457 0.053565 -0.013903 0.023054 -0.081689 -0.022235 0.041052 0.020555 0.029601 -0.058911 -0.116959 -0.007173 -0.012739 0.003277 0.039311 0.017420 -0.015497 -0.002044 -0.038392 0.032095 0.001546 0.080137 -0.005120 -0.006195 -0.048494 -0.042425 0.030083 0.010602 -0.076716 0.053119 -0.035209 0.028018
